         1          1         11
         1          1         12
         1          1         14
         1          1         16
         1          1         19
         1          1         26
         1          1         30
         1          1         34
         1          1         35
         1          1         40
         1          1         42
         1          1         44
         1          1         46
         2          2          3
         2          2          4
         2          2          6
         2          2          8
         2          2         10
         2          2         14
         2          2         18
         2          2         30
         2          2         31
         2          2         32
         2          2         34
         2          2         39
         2          2         44
         2          2         45
         2          2         48
         3          3          0
         3          3          1
         3          3          3
         3          3         10
         3          3         11
         3          3         12
         3          3         15
         3          3         18
         3          3         24
         3          3         26
         3          3         34
         3          3         39
         3          3         42
         3          3         44
         3          3         45
         4          4          0
         4          4          1
         4          4          4
         4          4         11
         4          4         14
         4          4         18
         4          4         24
         4          4         26
         4          4         28
         4          4         30
         4          4         39
         4          4         43
         4          4         44
         4          4         46
         5          5          1
         5          5          3
         5          5          6
         5          5         11
         5          5         12
         5          5         14
         5          5         18
         5          5         21
         5          5         24
         5          5         25
         5          5         26
         5          5         28
         5          5         30
         5          5         31
         5          5         46
         6          6          1
         6          6          5
         6          6          6
         6          6         12
         6          6         14
         6          6         15
         6          6         18
         6          6         19
         6          6         30
         6          6         31
         6          6         34
         6          6         35
         6          6         39
         6          6         41
         6          6         42
         6          6         45
         6          6         49
         7          7          6
         7          7         14
         7          7         15
         7          7         16
         7          7         19
         7          7         20
         7          7         22
         7          7         28
         7          7         29
         7          7         31
         7          7         35
         7          7         37
         7          7         41
         7          7         46
         7          7         47
         7          7         48
         8          8          0
         8          8          1
         8          8          2
         8          8          3
         8          8          6
         8          8         11
         8          8         12
         8          8         14
         8          8         18
         8          8         21
         8          8         23
         8          8         28
         8          8         30
         8          8         33
         8          8         34
         8          8         35
         8          8         36
         8          8         39
         8          8         42
         8          8         43
         8          8         44
         8          8         46
         8          8         49
         9          9          1
         9          9          2
         9          9          4
         9          9         14
         9          9         18
         9          9         19
         9          9         23
         9          9         24
         9          9         26
         9          9         28
         9          9         33
         9          9         34
         9          9         38
         9          9         43
         9          9         44
         9          9         48
        10         10          1
        10         10          6
        10         10         14
        10         10         16
        10         10         21
        10         10         30
        10         10         32
        10         10         34
        10         10         36
        10         10         38
        10         10         46
        11         11          1
        11         11          5
        11         11          6
        11         11         12
        11         11         14
        11         11         16
        11         11         18
        11         11         19
        11         11         24
        11         11         30
        11         11         32
        11         11         42
        11         11         48
        12         12          1
        12         12          3
        12         12         10
        12         12         11
        12         12         13
        12         12         14
        12         12         22
        12         12         24
        12         12         26
        12         12         29
        12         12         30
        12         12         38
        12         12         42
        12         12         44
        12         12         46
        12         12         48
        12         12         49
        13         13         14
        13         13         26
        13         13         42
        13         13         46
        14         14          9
        14         14         26
        14         14         30
        14         14         32
        14         14         35
        14         14         38
        14         14         42
        14         14         43
        14         14         46
        15         15          3
        15         15          6
        15         15         11
        15         15         13
        15         15         14
        15         15         18
        15         15         19
        15         15         28
        15         15         30
        15         15         32
        15         15         34
        15         15         43
        15         15         48
        16         16          0
        16         16          1
        16         16          4
        16         16          6
        16         16          9
        16         16         14
        16         16         16
        16         16         18
        16         16         19
        16         16         20
        16         16         21
        16         16         26
        16         16         29
        16         16         30
        16         16         39
        16         16         41
        16         16         42
        16         16         44
        16         16         48
        17         17          1
        17         17          6
        17         17         11
        17         17         12
        17         17         15
        17         17         20
        17         17         26
        17         17         37
        17         17         42
        17         17         48
        17         17         49
        18         18          1
        18         18          2
        18         18         12
        18         18         14
        18         18         16
        18         18         18
        18         18         19
        18         18         20
        18         18         28
        18         18         29
        18         18         30
        18         18         32
        18         18         35
        18         18         38
        18         18         39
        18         18         46
        19         19          2
        19         19          6
        19         19         12
        19         19         14
        19         19         15
        19         19         16
        19         19         18
        19         19         20
        19         19         21
        19         19         24
        19         19         26
        19         19         38
        19         19         41
        19         19         46
        19         19         48
        20         20          1
        20         20          2
        20         20          5
        20         20          6
        20         20          9
        20         20         12
        20         20         13
        20         20         14
        20         20         16
        20         20         18
        20         20         26
        20         20         30
        20         20         31
        20         20         32
        20         20         34
        20         20         43
        20         20         44
        20         20         46
        20         20         48
        21         21          4
        21         21          5
        21         21          6
        21         21          8
        21         21         12
        21         21         14
        21         21         16
        21         21         18
        21         21         19
        21         21         20
        21         21         43
        21         21         44
        21         21         48
        21         21         49
        22         22          3
        22         22          6
        22         22          8
        22         22         12
        22         22         14
        22         22         16
        22         22         18
        22         22         20
        22         22         32
        22         22         33
        22         22         34
        22         22         41
        22         22         44
        22         22         46
        22         22         48
        23         23          6
        23         23          8
        23         23         14
        23         23         16
        23         23         19
        23         23         33
        23         23         34
        23         23         35
        23         23         37
        23         23         49
        24         24          6
        24         24         14
        24         24         15
        24         24         44
        25         25          3
        25         25          4
        25         25          5
        25         25         11
        25         25         12
        25         25         18
        25         25         21
        25         25         26
        25         25         28
        25         25         38
        26         26          0
        26         26          1
        26         26          7
        26         26         11
        26         26         14
        26         26         16
        26         26         18
        26         26         19
        26         26         22
        26         26         23
        26         26         30
        26         26         32
        26         26         33
        26         26         34
        26         26         35
        26         26         37
        26         26         39
        26         26         43
        26         26         44
        26         26         46
        27         27         11
        27         27         16
        27         27         18
        27         27         26
        27         27         30
        27         27         32
        27         27         34
        28         28          0
        28         28          4
        28         28         18
        28         28         19
        28         28         21
        28         28         29
        28         28         30
        28         28         34
        28         28         35
        28         28         49
        29         29          1
        29         29          2
        29         29          4
        29         29          8
        29         29          9
        29         29         14
        29         29         15
        29         29         16
        29         29         18
        29         29         19
        29         29         20
        29         29         26
        29         29         29
        29         29         30
        29         29         32
        29         29         34
        29         29         39
        29         29         46
        29         29         47
        29         29         48
        29         29         49
        30         30          1
        30         30         11
        30         30         14
        30         30         16
        30         30         18
        30         30         19
        30         30         20
        30         30         24
        30         30         26
        30         30         31
        30         30         32
        30         30         34
        30         30         38
        30         30         39
        30         30         42
        31         31          1
        31         31          6
        31         31         15
        31         31         19
        31         31         24
        31         31         29
        31         31         30
        31         31         31
        31         31         41
        31         31         44
        32         32          1
        32         32          4
        32         32         13
        32         32         14
        32         32         16
        32         32         18
        32         32         19
        32         32         29
        32         32         32
        32         32         39
        32         32         42
        32         32         44
        32         32         45
        33         33          2
        33         33         12
        33         33         16
        33         33         21
        33         33         28
        33         33         29
        33         33         39
        33         33         48
        34         34          0
        34         34          1
        34         34          6
        34         34         13
        34         34         16
        34         34         18
        34         34         20
        34         34         21
        34         34         22
        34         34         26
        34         34         28
        34         34         29
        34         34         30
        34         34         32
        34         34         34
        34         34         42
        34         34         44
        34         34         46
        35         35          1
        35         35          2
        35         35         11
        35         35         15
        35         35         18
        35         35         20
        35         35         21
        35         35         22
        35         35         30
        35         35         31
        35         35         32
        35         35         34
        35         35         47
        35         35         48
        36         36          1
        36         36          5
        36         36          6
        36         36         11
        36         36         14
        36         36         16
        36         36         19
        36         36         21
        36         36         26
        36         36         28
        36         36         32
        36         36         38
        36         36         42
        36         36         43
        36         36         44
        36         36         46
        36         36         48
        36         36         49
        37         37         14
        37         37         15
        37         37         16
        37         37         29
        37         37         30
        37         37         33
        37         37         34
        37         37         35
        37         37         37
        37         37         41
        37         37         43
        37         37         48
        38         38          0
        38         38          3
        38         38          4
        38         38         11
        38         38         12
        38         38         14
        38         38         26
        38         38         30
        38         38         35
        38         38         43
        38         38         45
        39         39          0
        39         39          1
        39         39          2
        39         39          6
        39         39          8
        39         39         11
        39         39         12
        39         39         14
        39         39         18
        39         39         19
        39         39         24
        39         39         28
        39         39         29
        39         39         32
        39         39         34
        39         39         39
        39         39         43
        39         39         44
        39         39         46
        39         39         48
        39         39         49
        40         40          1
        40         40          3
        40         40         16
        40         40         18
        40         40         19
        40         40         26
        40         40         28
        40         40         37
        40         40         39
        40         40         41
        40         40         43
        40         40         46
        41         41          1
        41         41          2
        41         41          4
        41         41         11
        41         41         14
        41         41         16
        41         41         19
        41         41         21
        41         41         26
        41         41         29
        41         41         30
        41         41         31
        41         41         34
        41         41         36
        41         41         40
        41         41         42
        41         41         43
        41         41         48
        41         41         49
        42         42          1
        42         42          2
        42         42          4
        42         42          6
        42         42         12
        42         42         14
        42         42         15
        42         42         16
        42         42         18
        42         42         30
        42         42         34
        42         42         35
        42         42         38
        42         42         42
        42         42         45
        42         42         48
        42         42         49
        43         43          3
        43         43         14
        43         43         15
        43         43         16
        43         43         18
        43         43         19
        43         43         20
        43         43         25
        43         43         28
        43         43         30
        43         43         39
        43         43         43
        43         43         44
        44         44          3
        44         44         10
        44         44         16
        44         44         18
        44         44         26
        44         44         30
        44         44         37
        44         44         42
        44         44         44
        45         45          0
        45         45          2
        45         45          6
        45         45         12
        45         45         16
        45         45         18
        45         45         19
        45         45         29
        45         45         34
        45         45         35
        45         45         38
        45         45         42
        45         45         44
