0	0	0
0	0	1
0	0	2
0	0	3
1	1	4
1	1	1
1	1	5
2	2	6
2	2	7
3	3	8
3	3	3
4	4	9
4	4	10
5	5	11
5	5	12
6	6	1
6	6	3
6	6	13
7	7	9
7	7	1
8	8	14
8	8	15
9	9	12
9	9	9
9	9	16
10	10	17
10	10	18
11	11	1
11	11	19
12	12	20
12	12	21
13	13	22
13	13	23
14	14	3
14	14	13
15	15	24
15	15	25
16	16	26
16	16	27
17	17	13
18	18	28
18	18	29
19	19	30
19	19	7
20	20	17
20	20	8
21	21	1
21	21	31
21	21	21
22	22	32
22	22	33
22	22	13
23	23	34
23	23	17
24	24	35
24	24	1
24	24	33
24	24	13
25	25	24
25	25	4
25	25	1
26	26	13
27	27	36
27	27	16
28	28	37
28	28	38
28	28	13
29	29	39
29	29	1
30	30	34
30	30	40
31	31	12
31	31	41
31	31	1
31	31	42
31	31	13
31	31	43
31	31	33
32	32	44
32	32	45
32	32	46
32	32	47
33	33	24
33	33	48
33	33	2
33	33	9
33	33	49
33	33	21
33	33	50
34	34	51
34	34	2
34	34	52
35	35	2
35	35	21
36	36	4
36	36	53
37	37	54
37	37	55
38	38	56
38	38	31
38	38	57
39	39	58
39	39	59
40	40	60
40	40	38
41	41	12
41	41	38
42	42	31
42	42	13
42	42	61
43	43	62
43	43	4
44	44	12
44	44	63
44	44	1
44	44	2
44	44	52
44	44	61
44	44	17
45	45	64
45	45	65
45	45	38
45	45	13
46	46	12
46	46	2
47	47	24
47	47	66
47	47	13
47	47	34
47	47	21
48	48	18
48	48	67
49	49	68
49	49	1
50	50	1
50	50	27
51	51	49
51	51	69
51	51	15
51	51	70
52	52	24
52	52	71
53	53	17
53	53	72
54	54	73
54	54	38
54	54	74
55	55	64
55	55	1
56	56	18
56	56	21
57	57	16
57	57	72
58	58	43
58	58	1
58	58	2
58	58	3
59	59	75
59	59	7
60	60	22
60	60	47
61	61	1
61	61	13
62	62	65
62	62	1
63	63	14
63	63	5
64	64	33
64	64	76
64	64	13
65	65	43
65	65	57
66	66	42
66	66	32
67	67	31
67	67	77
68	68	12
68	68	31
68	68	78
68	68	13
68	68	71
69	69	79
69	69	67
70	70	17
70	70	13
71	71	14
71	71	2
72	72	24
72	72	17
73	73	46
73	73	9
73	73	34
74	74	11
74	74	80
75	75	49
75	75	81
76	76	22
76	76	24
77	77	82
77	77	83
78	78	32
78	78	47
79	79	34
79	79	7
80	80	84
80	80	30
80	80	7
80	80	13
81	81	2
81	81	27
81	81	19
81	81	51
82	82	85
82	82	13
83	83	86
83	83	2
83	83	11
83	83	21
84	84	19
84	84	59
85	85	76
85	85	3
86	86	73
86	86	14
87	87	1
87	87	16
88	88	24
88	88	35
88	88	16
88	88	13
89	89	9
89	89	49
90	90	27
90	90	42
91	91	11
91	91	87
92	92	83
92	92	43
92	92	15
92	92	2
93	93	60
93	93	16
93	93	3
94	94	24
94	94	88
94	94	17
94	94	21
95	95	34
95	95	56
96	96	89
96	96	90
97	97	7
97	97	57
98	98	46
98	98	10
98	98	3
98	98	13
99	99	64
99	99	26
99	99	5
99	99	76
99	99	19
100	100	24
100	100	80
101	101	65
101	101	2
102	102	24
102	102	16
102	102	7
103	103	37
103	103	91
103	103	1
104	104	47
104	104	92
105	105	38
105	105	13
106	106	32
106	106	13
107	107	93
107	107	66
107	107	7
108	108	20
108	108	13
109	109	9
109	109	19
110	110	24
110	110	23
111	111	38
111	111	85
111	111	66
111	111	13
112	112	46
112	112	89
113	113	94
113	113	95
114	114	17
114	114	83
115	115	90
115	115	81
116	116	94
116	116	16
117	117	15
117	117	9
117	117	17
117	117	83
117	117	19
117	117	90
118	118	24
118	118	2
119	119	34
119	119	4
119	119	1
119	119	15
120	120	16
120	120	51
121	121	12
121	121	4
122	122	96
122	122	42
123	123	46
123	123	76
124	124	97
124	124	3
124	124	13
125	125	9
125	125	21
125	125	13
126	126	21
126	126	51
127	127	98
127	127	28
127	127	31
127	127	2
128	128	38
128	128	27
128	128	49
129	129	1
129	129	51
130	130	91
130	130	31
130	130	15
130	130	50
131	131	18
131	131	3
132	132	1
132	132	2
132	132	13
133	133	1
133	133	18
134	134	76
134	134	99
135	135	34
135	135	65
135	135	100
135	135	82
136	136	7
136	136	12
136	136	2
137	137	15
137	137	21
137	137	13
138	138	31
138	138	1
138	138	16
139	139	17
139	139	23
140	140	82
140	140	101
140	140	16
140	140	19
141	141	1
141	141	92
141	141	76
141	141	19
141	141	3
142	142	27
142	142	31
142	142	52
143	143	73
143	143	36
144	144	5
144	144	13
145	145	1
145	145	102
145	145	13
146	146	2
146	146	13
147	147	24
147	147	15
148	148	35
148	148	42
148	148	66
148	148	21
149	149	47
149	149	2
150	150	46
150	150	103
151	151	64
151	151	42
151	151	18
152	152	1
152	152	21
152	152	67
153	153	46
153	153	14
154	154	17
154	154	1
155	155	65
155	155	38
156	156	65
156	156	1
156	156	13
157	157	59
157	157	21
158	158	73
158	158	1
158	158	104
159	159	17
159	159	21
160	160	24
160	160	11
161	161	23
161	161	101
161	161	76
162	162	24
162	162	2
162	162	19
163	163	42
163	163	66
164	164	4
164	164	1
165	165	38
165	165	92
166	166	11
166	166	9
167	167	19
167	167	105
168	168	9
168	168	31
169	169	106
169	169	1
169	169	9
169	169	13
170	170	21
170	170	13
171	171	1
171	171	19
172	172	64
172	172	15
173	173	12
173	173	52
174	174	60
174	174	36
175	175	1
175	175	70
176	176	2
176	176	107
177	177	8
177	177	16
178	178	17
178	178	57
178	178	108
179	179	96
179	179	81
180	180	98
180	180	102
180	180	2
181	181	88
181	181	32
181	181	90
181	181	21
182	182	9
182	182	17
182	182	108
182	182	13
183	183	109
183	183	47
183	183	110
183	183	17
183	183	21
184	184	43
184	184	47
185	185	56
185	185	18
185	185	92
186	186	34
187	187	34
187	187	14
188	188	9
188	188	47
189	189	22
189	189	36
189	189	2
190	190	9
190	190	1
191	191	24
191	191	63
192	192	12
192	192	16
193	193	38
193	193	100
194	194	56
194	194	42
194	194	81
195	195	25
195	195	2
195	195	92
195	195	34
195	195	17
195	195	77
196	196	111
196	196	19
197	197	42
197	197	18
198	198	4
198	198	47
199	199	17
199	199	1
200	200	96
200	200	13
201	201	1
201	201	20
202	202	9
203	203	43
203	203	78
204	204	12
204	204	36
204	204	65
205	205	9
205	205	76
206	206	17
206	206	48
207	207	50
207	207	92
208	208	9
208	208	38
208	208	2
208	208	51
209	209	16
209	209	112
210	210	17
210	210	31
211	211	1
211	211	89
212	212	5
212	212	10
213	213	9
213	213	49
213	213	59
214	214	57
214	214	21
215	215	38
215	215	3
216	216	24
216	216	2
217	217	24
217	217	17
218	218	17
218	218	42
219	219	46
219	219	113
220	220	28
220	220	5
220	220	3
221	221	24
221	221	36
221	221	1
221	221	101
221	221	21
222	222	9
222	222	76
222	222	43
223	223	14
223	223	33
224	224	46
224	224	81
225	225	74
225	225	16
226	226	16
226	226	89
226	226	53
227	227	114
227	227	15
228	228	17
228	228	1
228	228	21
228	228	80
229	229	1
229	229	2
229	229	34
229	229	17
229	229	19
230	230	1
230	230	115
231	231	65
231	231	1
232	232	64
232	232	13
233	233	24
233	233	1
234	234	90
234	234	13
235	235	24
235	235	17
235	235	80
236	236	21
236	236	13
237	237	12
237	237	21
238	238	116
238	238	1
238	238	21
238	238	80
239	239	9
239	239	47
240	240	32
240	240	30
241	241	46
241	241	14
242	242	24
242	242	43
243	243	34
243	243	78
244	244	17
244	244	1
245	245	1
245	245	21
246	246	47
246	246	92
247	247	56
247	247	33
247	247	21
247	247	13
248	248	113
248	248	92
249	249	9
249	249	2
250	250	91
250	250	49
251	251	13
251	251	92
252	252	76
252	252	67
253	253	43
253	253	59
253	253	108
253	253	21
254	254	90
254	254	51
255	255	65
255	255	32
256	256	76
256	256	2
256	256	69
257	257	17
257	257	89
258	258	12
258	258	7
259	259	117
259	259	108
259	259	67
260	260	38
260	260	49
260	260	2
261	261	11
261	261	31
261	261	103
262	262	91
262	262	67
263	263	0
263	263	53
264	264	34
264	264	78
265	265	93
265	265	76
266	266	6
266	266	118
267	267	64
267	267	25
268	268	54
268	268	57
269	269	12
269	269	38
269	269	65
269	269	76
270	270	12
270	270	27
270	270	108
271	271	31
271	271	13
272	272	38
272	272	19
272	272	3
273	273	12
273	273	38
273	273	42
273	273	19
274	274	56
274	274	1
274	274	89
275	275	3
275	275	67
276	276	17
276	276	19
277	277	9
277	277	21
278	278	4
278	278	102
279	279	15
279	279	67
280	280	9
280	280	7
280	280	119
280	280	13
281	281	24
281	281	13
282	282	9
282	282	42
283	283	12
283	283	56
283	283	11
283	283	15
283	283	13
284	284	38
284	284	32
284	284	105
285	285	73
285	285	66
285	285	13
286	286	9
286	286	7
287	287	24
287	287	79
287	287	18
288	288	60
288	288	2
288	288	85
288	288	43
288	288	21
289	289	12
289	289	51
289	289	4
289	289	1
289	289	17
290	290	2
290	290	81
291	291	1
291	291	21
292	292	22
292	292	56
293	293	17
293	293	14
293	293	36
294	294	38
294	294	8
295	295	59
295	295	92
296	296	9
296	296	23
296	296	120
297	297	1
297	297	47
298	298	17
298	298	31
299	299	24
299	299	65
300	300	34
300	300	9
300	300	17
301	301	2
301	301	51
302	302	94
302	302	16
303	303	11
303	303	14
303	303	17
303	303	9
303	303	19
304	304	36
304	304	7
304	304	52
305	305	9
305	305	13
306	306	65
306	306	13
307	307	56
307	307	83
308	308	15
308	308	89
309	309	82
309	309	95
309	309	52
310	310	93
310	310	9
310	310	121
311	311	31
311	311	33
311	311	3
312	312	23
312	312	15
313	313	1
314	314	17
314	314	1
315	315	81
315	315	3
316	316	1
316	316	74
317	317	83
317	317	2
318	318	17
318	318	85
318	318	70
318	318	49
318	318	21
319	319	2
319	319	115
320	320	14
320	320	2
321	321	1
321	321	94
322	322	122
322	322	4
322	322	3
322	322	2
322	322	25
322	322	73
322	322	23
322	322	108
323	323	34
323	323	48
324	324	12
324	324	17
324	324	43
325	325	2
325	325	51
326	326	24
326	326	60
326	326	18
326	326	9
326	326	17
327	327	63
327	327	13
327	327	5
327	327	43
327	327	38
327	327	101
327	327	49
327	327	3
328	328	46
328	328	49
329	329	24
329	329	21
329	329	6
329	329	3
330	330	1
330	330	3
331	331	1
331	331	67
332	332	41
332	332	25
332	332	47
333	333	9
333	333	21
334	334	5
334	334	51
335	335	96
335	335	1
335	335	102
